,title,description,description_img,information
150,清水巖風景區(林園清水寺),清水巖以古剎「清水寺」與「珊瑚礁奇岩」景觀聞名，為高雄八景之一，處處充滿傳奇色彩，吸引許多遊客前來探險尋奇。,"[{'img_alt': '清水巖寺 (7)', 'img_src': 'https://khh.travel/Image/37598/?r=1642747055933'}, {'img_alt': '清水巖風景區01', 'img_src': 'https://khh.travel/Image/88/?r=1642747069603'}, {'img_alt': '清水巖寺 (2)', 'img_src': 'https://khh.travel/Image/37602/?r=1642747092122'}, {'img_alt': '清水巖寺 (3)', 'img_src': 'https://khh.travel/Image/37597/?r=1642747105385'}, {'img_alt': '清水巖風景區02', 'img_src': 'https://khh.travel/Image/89/?r=1642747151493'}, {'img_alt': '清水巖風景區05', 'img_src': 'https://khh.travel/Image/92/?r=1642747152486'}]","{'phone': '+886-7-7995678', 'address': '高雄市林園區清水岩路214號', 'googleMap': 'https://www.google.com/maps/place/22.52344,120.39054?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
151,新光碼頭,位於85大樓旁的新光碼頭，可以悠遊漫步、聽海潮、嗅海風。環狀挑高的空中迴廊，可讓港灣風光盡收眼底,"[{'img_alt': '新光碼頭-遊艇碼頭', 'img_src': 'https://khh.travel/Image/20124/?r=1590474675663'}, {'img_alt': '新光碼頭-環狀平台', 'img_src': 'https://khh.travel/Image/20122/?r=1590474689261'}]","{'phone': '+886-7-342-1418', 'address': '高雄市苓雅區新光路底與成功二路交叉口', 'googleMap': 'https://www.google.com/maps/place/22.60906,120.29773?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
152,孔廟(暫停營業),,"[{'img_alt': '孔廟07', 'img_src': 'https://khh.travel/Image/530/?r=1590481055300'}, {'img_alt': '孔廟10', 'img_src': 'https://khh.travel/Image/533/?r=1590481037829'}]","{'phone': '+886-7-5880023', 'address': '高雄市左營區蓮潭路400號', 'googleMap': 'https://www.google.com/maps/place/22.68923,120.29904?hl=zh-tw', 'openingHours': '09:00–17:00(週一公休)', 'ticketInformation': None}"
153,衛武營國家藝術文化中心,白色波浪外型宛如一艘太空船，既前衛又獨具科技感，不僅被TIME雜誌選為2019全球百大最佳景點，更是成為打卡的熱門景點。,"[{'img_alt': '葡萄園式音樂廳', 'img_src': 'https://khh.travel/Image/18311/?r=1586748187137'}, {'img_alt': '衛武營文化藝術中心曲面屋頂', 'img_src': 'https://khh.travel/Image/18305/?r=1586748210462'}, {'img_alt': '衛武營內風格店舖', 'img_src': 'https://khh.travel/Image/18312/?r=1586748235537'}]","{'phone': '+886-7-2626666', 'address': '高雄市鳳山區三多一路1號', 'googleMap': 'https://www.google.com/maps/place/22.623,120.34244?hl=zh-tw', 'openingHours': '星期日：11:00 – 21:00星期一：11:00 – 21:00星期二：11:00 – 21:00星期三：11:00 – 21:00星期四：11:00 – 21:00星期五：11:00 – 21:00星期六：11:00 – 21:00', 'ticketInformation': None}"
154,三和瓦窯,,[],"{'phone': '+886-7-6512037', 'address': '高雄市大樹區竹寮路94號', 'googleMap': 'https://www.google.com/maps/place/22.66315,120.42688?hl=zh-tw', 'openingHours': '平日：08:30–17:00假日：10:00–17:30', 'ticketInformation': None}"
155,十八羅漢山風景區,晨昏時分或雨後嵐霧飄渺時，彷彿置身於桂林山水畫境，素有「臺灣小桂林」之美稱，是六龜最美麗的地標，也是天然的戶外地理教室。,"[{'img_alt': '十八羅漢山空拍', 'img_src': 'https://khh.travel/Image/50248/?r=1706785356188'}, {'img_alt': '六龜十八羅漢山', 'img_src': 'https://khh.travel/Image/20392/?r=1642747507269'}, {'img_alt': '十八羅漢山風景區1', 'img_src': 'https://khh.travel/Image/1271/?r=1590460292055'}, {'img_alt': '十八羅漢山遊客步道', 'img_src': 'https://khh.travel/Image/50251/?r=1706785333805'}, {'img_alt': '十八羅漢山 (1)', 'img_src': 'https://khh.travel/Image/37603/?r=1642747524769'}]","{'phone': '+886-7-7995678', 'address': '高雄市六龜區省道台27甲線，位於新威到六龜公路的6個隧道中間。', 'googleMap': 'https://www.google.com/maps/place/22.95008,120.64185?hl=zh-tw', 'openingHours': '星期日：08:00 – 17:00星期一：09:00 – 17:00星期二：09:00 – 17:00星期三：09:00 – 17:00星期四：09:00 – 17:00星期五：09:00 – 17:00星期六：08:00 – 17:00', 'ticketInformation': None}"
156,妙崇寺,,[],"{'phone': '+886-7-6892259', 'address': '高雄市六龜區舊潭3之3號', 'googleMap': 'https://www.google.com/maps/place/23.01074,120.66919?hl=zh-tw', 'openingHours': '08:00–16:30', 'ticketInformation': None}"
157,寶來妙通寺,,[],"{'phone': '+886-7-6881478', 'address': '高雄市六龜區寶來里寶建路62號', 'googleMap': 'https://www.google.com/maps/place/23.10078,120.68564?hl=zh-tw', 'openingHours': '08:00–17:00', 'ticketInformation': None}"
158,那瑪夏民權國小,,[],"{'phone': '+886-7-6701129', 'address': '高雄市那瑪夏區瑪雅村平和巷220號', 'googleMap': 'https://www.google.com/maps/place/23.24874,120.70286?hl=zh-tw', 'openingHours': '假日開放參觀', 'ticketInformation': None}"
159,援中港生態濕地公園,,[],"{'phone': '+886-7-5822371', 'address': '高雄市楠梓區後勁溪與典寶溪之間，德中路與援中路交叉口', 'googleMap': 'https://www.google.com/maps/place/22.73013,120.27041?hl=zh-tw', 'openingHours': '環境教育區假日：09:00–17:00自由參觀區：全天候開放', 'ticketInformation': None}"
160,寶來溫泉區,,"[{'img_alt': '寶來溫泉屬於碳酸氫鈉泉', 'img_src': 'https://khh.travel/Image/20494/?r=1590471159225'}]","{'phone': '+886-7-7995678', 'address': '高雄市六龜區寶來里 (六龜區的最北端)', 'googleMap': 'https://www.google.com/maps/place/23.1054,120.7013?hl=zh-tw', 'openingHours': '視各家業者不同', 'ticketInformation': None}"
161,壽山Love情人觀景台,位於壽山忠烈祠旁的景觀台，能俯瞰令人驚艷的山海日景及迷人華燈夜景，已成為高雄市具有代表性的觀光景點之一。,[],"{'phone': '+886-7-7995678', 'address': '高雄市鼓山區忠義路30號(忠烈祠旁)', 'googleMap': 'https://www.google.com/maps/place/22.62548,120.27401?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
162,高雄市文化中心,,[],"{'phone': '+886-7-2225136', 'address': '高雄市苓雅區五福一路67號', 'googleMap': 'https://www.google.com/maps/place/22.6258,120.31814?hl=zh-tw', 'openingHours': '09:00–17:00', 'ticketInformation': None}"
163,岡山228和平紀念公園,,"[{'img_alt': '岡山228和平紀念公園02', 'img_src': 'https://khh.travel/Image/1292/?r=1668130040028'}, {'img_alt': '岡山228和平紀念公園01', 'img_src': 'https://khh.travel/Image/1291/?r=1668130048353'}]","{'phone': '+886-7-6119599', 'address': '高雄市岡山區大德一路與大仁北路交叉路口', 'googleMap': 'https://www.google.com/maps/place/22.79778,120.30306?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
164,彌陀海濱遊樂區,,"[{'img_alt': '散步於彌陀海堤步道，享受海風拂面的愜意。', 'img_src': 'https://khh.travel/Image/55727/?r=1740469429679'}, {'img_alt': '海岸邊的消波塊與礫石灘，共構出彌陀海濱壯麗的濱海景觀。', 'img_src': 'https://khh.travel/Image/55724/?r=1740469431807'}, {'img_alt': '彌陀海濱遊樂區沿岸魚塭錯落有致，與湛藍大海交織出獨特的濱海漁村風光。', 'img_src': 'https://khh.travel/Image/55726/?r=1740469441791'}, {'img_alt': '規劃完善的海堤步道，適合散步或騎乘單車，欣賞漁村風情與海天一色的景致。', 'img_src': 'https://khh.travel/Image/55725/?r=1740469442623'}]","{'phone': '+886-7-6191216', 'address': '高雄市彌陀區光和村光和路', 'googleMap': 'https://www.google.com/maps/place/22.78202,120.2253?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
165,東門樓,東門樓是美濃最知名的地標，造型十分特殊，乃是重視教育的客家人為希望子孫輩出，而在東柵門興建的內樓建築,[],"{'phone': '+886-7-6701129', 'address': '高雄市美濃區東門里庄頭河岸，永安路頭', 'googleMap': 'https://www.google.com/maps/place/22.89567,120.54886?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
166,東便門(同儀門)/東福橋,新城殘蹟中唯一保留城門原貌的東便門及跨鳳山溪的東福橋,"[{'img_alt': '東福橋全景', 'img_src': 'https://khh.travel/Image/20023/?r=1590128380981'}]","{'phone': '+886-7-7422111', 'address': '高雄市鳳山區三民路44巷28號', 'googleMap': 'https://www.google.com/maps/place/22.62149,120.36308?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
167,統一夢時代購物中心,曾被美國《Forbes traveler》評選為亞洲10大最佳商場之一，是一處適合親子家庭玩樂的購物場所。,"[{'img_alt': '夢時代外觀', 'img_src': 'https://khh.travel/Image/37455/?r=1642728883005'}, {'img_alt': '夢時代摩天輪夜景', 'img_src': 'https://khh.travel/Image/37453/?r=1642728896392'}, {'img_alt': '統一夢時代購物中心', 'img_src': 'https://khh.travel/Image/1301/?r=1590472812753'}, {'img_alt': '統一夢時代購物中心', 'img_src': 'https://khh.travel/Image/1299/?r=1642728950299'}, {'img_alt': '夢時代館內', 'img_src': 'https://khh.travel/Image/37450/?r=1642728915733'}, {'img_alt': 'IMG_2273', 'img_src': 'https://khh.travel/Image/20504/?r=1642728967340'}, {'img_alt': '夢時代戶外區域', 'img_src': 'https://khh.travel/Image/37451/?r=1642728980566'}, {'img_alt': '夢時代夜晚戶外燈飾', 'img_src': 'https://khh.travel/Image/37454/?r=1642728982950'}]","{'phone': '+886-7-8135678', 'address': '高雄市前鎮區中華五路789號', 'googleMap': 'https://www.google.com/maps/place/22.59515,120.30692?hl=zh-tw', 'openingHours': '星期日：10:30 – 22:00星期一：11:00 – 22:00星期二：11:00 – 22:00星期三：11:00 – 22:00星期四：11:00 – 22:00星期五：11:00 – 22:30星期六：10:30 – 22:30', 'ticketInformation': None}"
168,高雄文學館,,"[{'img_alt': '戶外葉石濤紀念銅像', 'img_src': 'https://khh.travel/Image/45430/?r=1686736928520'}, {'img_alt': '二樓文學沙龍現照', 'img_src': 'https://khh.travel/Image/45438/?r=1686736933626'}]","{'phone': '+886-7-2611706', 'address': '高雄市前金區民生二路39號', 'googleMap': 'https://www.google.com/maps/place/22.6255,120.29798?hl=zh-tw', 'openingHours': '星期日：09:00 – 17:00星期一：休息星期二：09:00 – 21:00星期三：09:00 – 21:00星期四：09:00 – 21:00星期五：09:00 – 21:00星期六：09:00 – 21:00', 'ticketInformation': None}"
169,旗山天后宮,,[],"{'phone': '+886-7-6612037', 'address': '高雄市旗山區永福街23巷16號', 'googleMap': 'https://www.google.com/maps/place/22.88663,120.4823?hl=zh-tw', 'openingHours': '05:00–22:00(週二09:00–17:00)', 'ticketInformation': None}"
170,打狗英國領事館文化園區,建於1879年，是臺灣現存年代最久的西式近代建築，也是英國政府來臺的第一座領事館，更是欣賞「西子夕照」的最佳地點。,"[{'img_alt': '打狗英國領事館文化園區 (3)', 'img_src': 'https://khh.travel/Image/37653/?r=1642749998934'}, {'img_alt': '打狗英國領事館文化園區-模型重現', 'img_src': 'https://khh.travel/Image/564/?r=1642749835106'}, {'img_alt': '打狗英國領事館文化園區 (5)', 'img_src': 'https://khh.travel/Image/37656/?r=1642750014028'}, {'img_alt': '打狗英國領事館-空拍西子灣圖', 'img_src': 'https://khh.travel/Image/18434/?r=1590473703481'}, {'img_alt': '打狗英國領事館文化園區 (1)', 'img_src': 'https://khh.travel/Image/37655/?r=1642750027835'}]","{'phone': '+886-7-5250100', 'address': '高雄市鼓山區蓮海路20號', 'googleMap': 'https://www.google.com/maps/place/22.61891,120.26684?hl=zh-tw', 'openingHours': '星期日：09:00 – 19:00星期一：10:00 – 19:00星期二：10:00 – 19:00星期三：休息星期四：10:00 – 19:00星期五：10:00 – 19:00星期六：09:00 – 19:00', 'ticketInformation': None}"
171,高雄鳳邑開漳聖王廟,,"[{'img_alt': '開漳聖王廟一角', 'img_src': 'https://khh.travel/Image/54222/?r=1733824318224'}, {'img_alt': '莊嚴的內部建築', 'img_src': 'https://khh.travel/Image/54220/?r=1733824344742'}]","{'phone': '07-7471659', 'address': '高雄市鳳山區忠義街132號', 'googleMap': 'https://www.google.com/maps/place/22.62812,120.35201?hl=zh-tw', 'openingHours': '05:30–21:30', 'ticketInformation': None}"
172,雙慈殿,,[],"{'phone': '+886-7-7468637', 'address': '高雄市鳳山區縣口里三民路285-1號', 'googleMap': 'https://www.google.com/maps/place/22.62513,120.35784?hl=zh-tw', 'openingHours': '05:00–21:30', 'ticketInformation': None}"
173,佛光山佛陀紀念館,佛光山佛陀紀念館於2011年底落成，佛館每年有千萬人次入館參觀，是旅行者必定參訪的勝地。,"[{'img_alt': '高雄佛陀紀念館已成為全球佛教信仰者與文化愛好者的重要朝聖地。', 'img_src': 'https://khh.travel/Image/55769/?r=1740476732282'}, {'img_alt': '傳統中式建築風格莊嚴矗立，迎接四方賓客，感受佛教文化氛圍。', 'img_src': 'https://khh.travel/Image/55771/?r=1740476738918'}, {'img_alt': '長達240公尺的成佛大道，兩側八座寶塔象徵「八正道」，引領旅人沉澱心靈。', 'img_src': 'https://khh.travel/Image/55768/?r=1740476746742'}, {'img_alt': '高達108公尺的佛光大佛，是亞洲最大銅鑄坐佛，慈悲莊嚴，守護眾生。', 'img_src': 'https://khh.travel/Image/55770/?r=1740476748210'}, {'img_alt': '典雅的白玉雕像，呈吉祥右脇臥姿，佛牙舍利就安奉在臥佛上方。', 'img_src': 'https://khh.travel/Image/55773/?r=1740476758766'}, {'img_alt': '全球僅存的三顆佛陀舍利之一，珍藏於佛光山，供信眾虔誠瞻仰。', 'img_src': 'https://khh.travel/Image/55772/?r=1740476760178'}, {'img_alt': '佛光大佛前矗立著「做好事、說好話、存好心」標語，體現星雲大師推動的人間佛教精神。', 'img_src': 'https://khh.travel/Image/55774/?r=1740476772458'}]","{'phone': '+886-7-6563033', 'address': '高雄市大樹區統嶺路1號', 'googleMap': 'https://www.google.com/maps/place/22.7572860072295,120.440315008163?hl=zh-tw', 'openingHours': '星期日：09:00 – 19:00星期一：09:00 – 18:00星期二：休息星期三：09:00 – 18:00星期四：09:00 – 18:00星期五：09:00 – 18:00星期六：09:00 – 19:00', 'ticketInformation': None}"
174,順賢宮,,[],"{'phone': '+886-7-6672706', 'address': '高雄市內門區內南里菜園頂8號-8(實踐大學正對面)', 'googleMap': 'https://www.google.com/maps/place/22.91245,120.47039?hl=zh-tw', 'openingHours': '05:00–21:00', 'ticketInformation': None}"
175,曹公廟/平成砲台,,"[{'img_alt': '平成砲台石板', 'img_src': 'https://khh.travel/Image/20032/?r=1590128686576'}, {'img_alt': '曹公廟大門', 'img_src': 'https://khh.travel/Image/20034/?r=1590128691353'}, {'img_alt': '平成砲台樓梯', 'img_src': 'https://khh.travel/Image/20028/?r=1590128698721'}]","{'phone': '+886-7-7462323', 'address': '高雄市鳳山區曹公路25之3號(曹公國小對面)', 'googleMap': 'https://www.google.com/maps/place/22.62771,120.35704?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
176,茂林紫蝶幽谷,每年冬天，茂林山谷總會飛來一群為了避冬的紫斑蝶，走進「紫蝶幽谷」，處處可見陽光下紫蝶飛舞的幻色身影。,"[{'img_alt': '沿著茂林賞蝶步道行走，親身感受這片大自然的奇觀。', 'img_src': 'https://khh.travel/Image/55882/?r=1740544705332'}, {'img_alt': '每年10月至隔年2月是最佳賞蝶季節，吸引著成群的遊客來感受群蝶飛舞的景觀。', 'img_src': 'https://khh.travel/Image/55881/?r=1740544711785'}, {'img_alt': '在茂林紫斑蝶生態公園內，紫斑蝶與花卉相映成趣，這裡是每年賞蝶季的熱點。', 'img_src': 'https://khh.travel/Image/55879/?r=1740544714026'}, {'img_alt': '公園內有一處「飛蝶亭」提供遊客休憩空間，讓人可以在自然景觀中休息，並享受周圍的綠意與蝴蝶飛舞的美景。', 'img_src': 'https://khh.travel/Image/55880/?r=1740544724666'}]","{'phone': '+886-7-6801045', 'address': '高雄市茂林區茂林林道', 'googleMap': 'https://www.google.com/maps/place/22.88766,120.66314?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
177,茂林谷,,[],"{'phone': '+886-7-6801045', 'address': '高雄市茂林區', 'googleMap': 'https://www.google.com/maps/place/22.89138,120.67359?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
178,茂林國家風景區,高山峻谷、曲流、瀑布、峽谷、溫泉(暫停營業)等深入中央山脈，擁有豐富自然資源和世界級的渡冬型紫蝶幽谷，吸引遊客尋幽踏青,"[{'img_alt': '茂林谷_6850#001_調整大小', 'img_src': 'https://khh.travel/Image/20283/?r=1590377050221'}, {'img_alt': '茂林龍頭山-3-2_6897#001', 'img_src': 'https://khh.travel/Image/20272/?r=1590376817795'}, {'img_alt': '茂林舊茂林遺跡-2_6281#001', 'img_src': 'https://khh.travel/Image/20294/?r=1590377107143'}, {'img_alt': '紫蝶幽谷_6849#001', 'img_src': 'https://khh.travel/Image/20308/?r=1590378074762'}, {'img_alt': '情人谷02_6450#001', 'img_src': 'https://khh.travel/Image/20305/?r=1590378037002'}]","{'phone': '+886-7-6871234', 'address': '高雄市六龜區新威里新威171號', 'googleMap': 'https://www.google.com/maps/place/22.88812,120.62001?hl=zh-tw', 'openingHours': '星期日：08:30 – 17:30星期一：08:30 – 17:30星期二：08:30 – 17:30星期三：08:30 – 17:30星期四：08:30 – 17:30星期五：08:30 – 17:30星期六：08:30 – 17:30', 'ticketInformation': None}"
179,香蕉碼頭,,[],"{'phone': '+886-7-5612258', 'address': '高雄市鼓山區蓬萊路17號', 'googleMap': 'https://www.google.com/maps/place/22.61852,120.27834?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
180,美濃湖,湖面積達21公頃，沿著湖畔設有單車步道，遊客喜歡來此輕騎、散步或垂釣，也是南部賞鳥的好去處。,"[{'img_alt': '美濃湖晨光', 'img_src': 'https://khh.travel/Image/19904/?r=1590457971779'}, {'img_alt': '美濃湖倒映山色', 'img_src': 'https://khh.travel/Image/37423/?r=1642669032351'}, {'img_alt': '空拍美濃湖', 'img_src': 'https://khh.travel/Image/37422/?r=1642669091628'}, {'img_alt': '美濃客家文物館大門', 'img_src': 'https://khh.travel/Image/20617/?r=1591092718740'}, {'img_alt': '永安老街', 'img_src': 'https://khh.travel/Image/20618/?r=1591092868685'}, {'img_alt': '美濃東門樓01', 'img_src': 'https://khh.travel/Image/20619/?r=1591093016436'}, {'img_alt': '曾文忠美術館06', 'img_src': 'https://khh.travel/Image/20620/?r=1591093192168'}, {'img_alt': '美濃傘', 'img_src': 'https://khh.travel/Image/21814/?r=1600402535246'}]","{'phone': '+886-7-6812433', 'address': '高雄市美濃區民權路與泰安路交叉口附近', 'googleMap': 'https://www.google.com/maps/place/22.90736,120.5515?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
181,哈瑪星鐵道文化園區,承載百年鐵道記憶，昔日車站化身綠意園區，保留老火車與鐵道古蹟，結合鋼鐵藝術裝置，展現歷史、人文與休閒的多元風貌。,"[{'img_alt': '俯瞰哈瑪星鐵道文化園區，綠意盎然的草地與鐵道交織，展現港都運輸的歷史與魅力。', 'img_src': 'https://khh.travel/Image/55797/?r=1740540189702'}, {'img_alt': '退役的CT259號蒸汽火車頭停駐於園區，厚重車體與黑色塗裝散發著懷舊氛圍。', 'img_src': 'https://khh.travel/Image/55798/?r=1740540248893'}, {'img_alt': '鐵道上的紅色橋樑，與昔日打狗驛的交通脈絡輝映成趣。', 'img_src': 'https://khh.travel/Image/55791/?r=1740540262566'}, {'img_alt': '昔日因港口運輸而興起的哈瑪星，如今轉變為結合歷史與現代藝術的人文景點，見證這座城市的時代變遷。', 'img_src': 'https://khh.travel/Image/55792/?r=1740540283829'}, {'img_alt': '保留原有建築風貌的舊打狗驛故事館，曾是高雄首座火車站，鐵道迷與旅人可走進這座歷史殿堂感受百年時光的軌跡。', 'img_src': 'https://khh.travel/Image/55793/?r=1740540304030'}, {'img_alt': '舊打狗驛故事館戶外展示牆，詳述高雄百年來的歷史變遷。', 'img_src': 'https://khh.travel/Image/55796/?r=1740540294826'}, {'img_alt': '從舊鐵道望向紅色拱橋，這是一趟連接高雄百年鐵道記憶的懷舊之旅。', 'img_src': 'https://khh.travel/Image/55794/?r=1740540323462'}, {'img_alt': '園區的大型鐵雕旅行箱裝置藝術，象徵著過往旅人踏上鐵道旅程的起點。', 'img_src': 'https://khh.travel/Image/55795/?r=1740540337909'}]","{'phone': '+886-7-5316209', 'address': '高雄市鼓山區鼓山一路32號', 'googleMap': 'https://www.google.com/maps/place/22.62122,120.27744?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
182,張媽媽桑椹休閒農場,,[],"{'phone': '+886-7-6564569', 'address': '高雄市大樹區興田里興田路116-1號', 'googleMap': 'https://www.google.com/maps/place/22.74696,120.44714?hl=zh-tw', 'openingHours': '09:00–17:00(週二公休)', 'ticketInformation': None}"
183,觀音山風景區、觀音湖,台灣小百岳、高雄十大名山，高雄近郊的親民登山步道，尋訪「觀音八景」之美。,"[{'img_alt': '步道', 'img_src': 'https://khh.travel/Image/37381/?r=1642650858706'}, {'img_alt': '觀音山居高臨下景色', 'img_src': 'https://khh.travel/Image/37375/?r=1642650704299'}, {'img_alt': '觀音山頂', 'img_src': 'https://khh.travel/Image/37376/?r=1642650714479'}, {'img_alt': '三角點', 'img_src': 'https://khh.travel/Image/37374/?r=1642650715453'}, {'img_alt': '環保公園悠閒氛圍', 'img_src': 'https://khh.travel/Image/37371/?r=1642650788327'}, {'img_alt': '觀音山空拍圖', 'img_src': 'https://khh.travel/Image/42672/?r=1743068031099'}, {'img_alt': '觀音湖入口', 'img_src': 'https://khh.travel/Image/42671/?r=1675478368427'}, {'img_alt': '觀音湖景色', 'img_src': 'https://khh.travel/Image/42673/?r=1675478370297'}, {'img_alt': '觀音凌霄', 'img_src': 'https://khh.travel/Image/37378/?r=1642650739529'}, {'img_alt': '天洞朝暾', 'img_src': 'https://khh.travel/Image/37383/?r=1642650749218'}, {'img_alt': '觀音亭', 'img_src': 'https://khh.travel/Image/37377/?r=1642650757903'}]","{'phone': '+886-7-3513309', 'address': '高雄市大社區翠屏路', 'googleMap': 'https://www.google.com/maps/place/22.72964,120.37175?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
184,阿公店水庫,,"[{'img_alt': '阿公店水庫01', 'img_src': 'https://khh.travel/Image/1331/?r=1590376439405'}, {'img_alt': '阿公店水庫自行車道-導覽牌', 'img_src': 'https://khh.travel/Image/20265/?r=1590376444688'}, {'img_alt': '阿公店森林公園1_exposure', 'img_src': 'https://khh.travel/Image/21749/?r=1599802175918'}]","{'phone': '+886-7-6165641', 'address': '高雄市燕巢區工程路1號', 'googleMap': 'https://www.google.com/maps/place/22.81139,120.34389?hl=zh-tw', 'openingHours': '星期日：06:00 – 18:00星期一：06:00 – 18:00星期二：06:00 – 18:00星期三：06:00 – 18:00星期四：06:00 – 18:00星期五：06:00 – 18:00星期六：06:00 – 18:00', 'ticketInformation': None}"
185,橋頭糖廠(台灣糖業博物館),橋頭糖廠是台灣第一座現代化機械式製糖工廠，創建至今已有百年歷史，產業沒落後，現為台灣糖業博物館，製糖工廠等古物保存完整。,"[{'img_alt': '台灣第一座現代化機械式製糖工廠', 'img_src': 'https://khh.travel/Image/37354/?r=1642648691644'}, {'img_alt': '百年歷史的式製糖工廠', 'img_src': 'https://khh.travel/Image/37360/?r=1642648692424'}, {'img_alt': '火車頭', 'img_src': 'https://khh.travel/Image/19963/?r=1642648726514'}, {'img_alt': '販賣處', 'img_src': 'https://khh.travel/Image/19965/?r=1590125182523'}, {'img_alt': '廠長宿舍建築', 'img_src': 'https://khh.travel/Image/37357/?r=1642648744131'}, {'img_alt': '廠長宿舍小橋流水', 'img_src': 'https://khh.travel/Image/37355/?r=1642648755029'}, {'img_alt': '社宅事務所', 'img_src': 'https://khh.travel/Image/37362/?r=1675150548054'}, {'img_alt': '雨豆樹廣場', 'img_src': 'https://khh.travel/Image/37361/?r=1642648793565'}, {'img_alt': '橋頭糖廠鐵件公園', 'img_src': 'https://khh.travel/Image/43382/?r=1675145773637'}]","{'phone': '+886-7-6113691', 'address': '高雄市橋頭區橋南里糖廠路24號', 'googleMap': 'https://www.google.com/maps/place/22.75568,120.31433?hl=zh-tw', 'openingHours': '星期日：09:00 – 16:30星期一：09:00 – 16:30星期二：09:00 – 16:30星期三：09:00 – 16:30星期四：09:00 – 16:30星期五：09:00 – 16:30星期六：09:00 – 16:30', 'ticketInformation': None}"
186,啟明堂,,[],"{'phone': '+886-7-5816216', 'address': '高雄市左營區蓮潭路36號', 'googleMap': 'https://www.google.com/maps/place/22.68234,120.29214?hl=zh-tw', 'openingHours': '04:00–21:30', 'ticketInformation': None}"
187,大愛園區,,[],"{'phone': '+886-7-7995678', 'address': '高雄市杉林區月眉村清水路中學巷（台21線杉林國中旁）', 'googleMap': 'https://www.google.com/maps/place/22.96549,120.5451?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
188,高雄市立歷史博物館,原高雄市政府所在地，民國81年市政府搬遷後，鑒於五十多年來此地肩負著市政龍頭的角色、承載著城市發展的軌跡與市民生活的印記,[],"{'phone': '+886-7-5312560', 'address': '高雄市鹽埕區中正四路272號', 'googleMap': 'https://www.google.com/maps/place/22.62695,120.2868?hl=zh-tw', 'openingHours': '星期日：09:00 – 17:00星期一：休息星期二：09:00 – 17:00星期三：09:00 – 17:00星期四：09:00 – 17:00星期五：09:00 – 17:00星期六：09:00 – 17:00', 'ticketInformation': None}"
189,天主教真福山社福園區,,[],"{'phone': '+886-7-6772345', 'address': '高雄市杉林區杉林里合森巷160號', 'googleMap': 'https://www.google.com/maps/place/23.00495,120.56304?hl=zh-tw', 'openingHours': '07:00–17:00', 'ticketInformation': None}"
190,劉家百年古厝,,[],"{'phone': '+886-7-6991423', 'address': '高雄市湖內區仁愛街206號', 'googleMap': 'https://www.google.com/maps/place/22.89301,120.21821?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
191,黃蝶翠谷,,[],"{'phone': '+886-7-6612031', 'address': '高雄市美濃區高109鄉道31號', 'googleMap': 'https://www.google.com/maps/place/22.88405,120.57739?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
